nom_amenageur;siren_amenageur;contact_amenageur;nom_operateur;contact_operateur;telephone_operateur;nom_enseigne;id_station_itinerance;id_station_local;nom_station;implantation_station;adresse_station;code_insee_commune;coordonneesXY;nbre_pdc;id_pdc_itinerance;id_pdc_local;puissance_nominale;prise_type_ef;prise_type_2;prise_type_combo_ccs;prise_type_chademo;prise_type_autre;gratuit;paiement_acte;paiement_cb;paiement_autre;tarification;condition_acces;reservation;horaires;accessibilite_pmr;restriction_gabarit;station_deux_roues;raccordement;num_pdl;date_mise_en_service;observations;date_maj;cable_t2_attache;last_modified;datagouv_dataset_id;datagouv_resource_id;datagouv_organization_or_owner;created_at;consolidated_longitude;consolidated_latitude;consolidated_code_postal;consolidated_commune;consolidated_is_lon_lat_correct;consolidated_is_code_insee_verified
BFC-SYDESL;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P4497256692762579920;454176;Freshmile France/WHR7FFWALM;Voirie;  Place de l'Égli
BFC-SYDESL;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P4497256692762579920;454176;Freshmile France/WHR7FFWALM;Voirie;  Place de l'Égli
Burger King - Châteaubriant;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P1765745221560281884;471117;Freshmile France/N41JBEJUX0;Parking public;40  Rue du 8 Mai 19
Commune d'Aurillac;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5081079317213064118;1034724;Freshmile France/LLRKRXOU52EAJK;Parking public;  Rue Meallet de Cou
Commune d'Aurillac;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5081079317213064118;1034724;Freshmile France/LLRKRXOU52EAJK;Parking public;  Rue Meallet de Cou
Europcar Bretagne public;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6883085959358047758;578894;Freshmile France/IRFUTY0EAR;Parking privé à usage public;2  Rue du Général Baron Fab
Europcar Bretagne public;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6883085959358047758;578894;Freshmile France/IRFUTY0EAR;Parking privé à usage public;2  Rue du Général Baron Fab
Europcar Bretagne public;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6883085959358047758;578894;Freshmile France/IRFUTY0EAR;Parking privé à usage public;2  Rue du Général Baron Fab
Burger King - Saint-Pierre-lès-Elbeuf;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6938818162634059614;505572;Freshmile France/HIAAJ792SH;Parking privé à usage public;560  Avenue de Bompo
Groupe Pandora - Public;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5464710530636904439;682253;Freshmile France/TK3O6QSGPC;Parking privé à usage public;100  Rue Hubertine Aucle
Groupe Pandora - Public;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5464710530636904439;682253;Freshmile France/TK3O6QSGPC;Parking privé à usage public;100  Rue Hubertine Aucle
Burger King - Labarthe sur Lèze;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7283910166622726442;472308;Freshmile France/ZJREN2NZLF;Parking privé à usage public;19  Chemin des Agri
St Denis; JCA;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P8943096068545277157;482028;Freshmile France/LI6JTMDSG0;Parking privé à usage public;1  Rue Edouard Man
St Denis; JCA;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P8943096068545277157;482028;Freshmile France/LI6JTMDSG0;Parking privé à usage public;1  Rue Edouard Man
Hôtel Julien Fouday;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P3617088901710226236;441009;Freshmile France/MS24BWDH9Z;Parking privé à usage public;750  Route de Strasbou
Total Réunion;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P1113816863064543461;892635;Freshmile France/pierrefondsrn;Parking public;17  
Métropole de Nantes - Autres parkings;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P3480338059041523331;1009170;Freshmile France/LLPI9JXBK1GZ8N;Parking public;  Place de Bretag
Commune de Frohmuhl;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P4406537270384455027;892110;Freshmile France/LLID3GFDC93UL5;Parking public;17  Rue Principa
Camping Les Platanes;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6339882932028041414;1062408;Freshmile France/LLSIROU7QVCWYQ;Parking privé à usage public;3600  Route de la Char
Vallée de Villé;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P4833081768080182785;1009293;Freshmile France/UZPSHR;Parking public;  Route de Vil
Vallée de Villé;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P4833081768080182785;1009293;Freshmile France/UZPSHR;Parking public;  Route de Vil
Bordeaux Métropole lent;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7553449622798935260;368884;Freshmile France/MQQHXGJV4R;Parking public;297  Avenue d'Ar
Aptar CSP Technologies;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7070520035199547235;694322;Freshmile France/TXR4EPVUDZ;Parking privé à usage public;9  Rue du Sandho
Aptar CSP Technologies;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7070520035199547235;694322;Freshmile France/TXR4EPVUDZ;Parking privé à usage public;9  Rue du Sandho
Hôpital Mémorial;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5528319648307892558;801672;Freshmile France/S1JONUHSPU;Parking privé à usage public;715  Rue Henri Duna
Métropole de Nantes - Autres parkings;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7268972886978108784;1009158;Freshmile France/LLPI9DYP72QIOJ;Parking public;  Place du Commer
CC Sel et Vermois;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1PBVTHHN;94217;Freshmile France/BVTHHN;Parking public;  Rue de la Sali
CC Sel et Vermois;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1PBVTHHN;94217;Freshmile France/BVTHHN;Parking public;  Rue de la Sali
Commune de Pietranera;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6651699891755862880;892413;Freshmile France/LLJQTIN30T2CWB;Parking public;9a  Chemin de l'École Joseph Grazia
Le Saltimbanque;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P3990655434300910975;446540;Freshmile France/K3T4LY2OWV;Parking privé à usage public;1500  Rue du 8 M
Le Saltimbanque;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P3990655434300910975;446540;Freshmile France/K3T4LY2OWV;Parking privé à usage public;1500  Rue du 8 M
Le Jardin des Cevennes;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P4261146225705436051;521219;Freshmile France/A8RIVCHP5G;Voirie;  Route de la Bre
Intersport Annonay;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7570085270084945807;749322;Freshmile France/G7WRYXX7TU;Parking privé à usage public;1859  Route de Ly
Hyundai Saint-Ouen l'Aumône - Rousseau;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7180388971574681470;477663;Freshmile France/LAN1EK83QC;Parking privé à usage public;11  Rue Louis Dela
Hyundai Saint-Ouen l'Aumône - Rousseau;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7180388971574681470;477663;Freshmile France/LAN1EK83QC;Parking privé à usage public;11  Rue Louis Dela
Super U Igoville;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P4436479725379012932;466059;Freshmile France/JBSMDYN6DU;Parking privé à usage public;24  Rue de Lyo
Carosserie Lafay;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P3803989533405527898;694304;Freshmile France/QVV3WJXNY7;Parking privé à usage public;87  Rue des Pieds Blan
Intersport Annonay;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7570085270084945807;749322;Freshmile France/G7WRYXX7TU;Parking privé à usage public;1859  Route de Ly
RRG Lyon Sud public;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P8425779784445889209;440991;Freshmile France/I9G0X0SWES;Parking privé à usage public;364  Route de Vien
Hôtel du Grand Pavois;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P8435459206079506814;565073;Freshmile France/QOS8EYYCTL;Parking privé à usage public;15  Quai de la Vicom
Hôtel du Grand Pavois;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P8435459206079506814;565073;Freshmile France/QOS8EYYCTL;Parking privé à usage public;15  Quai de la Vicom
Elsass Recharge bornes 22 kW;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5739891602469836183;521264;Freshmile France/ETJO1NSOE0;Voirie;  Avenue du Rh
Elsass Recharge bornes 22 kW;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5739891602469836183;521264;Freshmile France/ETJO1NSOE0;Voirie;  Avenue du Rh
Ville de Golbey;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P4925933515904858707;466302;Freshmile France/YTUL8DKYPE;Parking public;2  Rue de l'Hôtel de Vil
Ville de Golbey;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P4925933515904858707;466302;Freshmile France/YTUL8DKYPE;Parking public;2  Rue de l'Hôtel de Vil
Bordeaux Métropole lent;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6888509184326982766;368953;Freshmile France/UUWW8D2QTS;Voirie;34  Avenue du Maréchal de Lattre de Tassig
BFC-SIEEEN;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5792371031717250802;398867;Freshmile France/DW4BG8XNRL;Voirie;7  Place du Champ de Foi
BFC-SIEEEN;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5792371031717250802;398867;Freshmile France/DW4BG8XNRL;Voirie;7  Place du Champ de Foi
Melun;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1PMELUNDOUMER;120752;Freshmile France/Melunermi;Parking privé à usage public;  Rue Paul Doum
Melun;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1PMELUNDOUMER;120752;Freshmile France/Melunermi;Parking privé à usage public;  Rue Paul Doum
Intersport Annonay;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7570085270084945807;749322;Freshmile France/G7WRYXX7TU;Parking privé à usage public;1859  Route de Ly
Lidl DR13;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile;FRFR1P7015404362242389576;529868;Freshmile/ZZZQYISOQJ;Parking privé à usage public;  Rue Notre Da
Lidl DR13;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile;FRFR1P7015404362242389576;529868;Freshmile/ZZZQYISOQJ;Parking privé à usage public;  Rue Notre Da
ISAGRI;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P8080144922792031744;1112676;Freshmile France/FWNUUR;Voirie;2  Avenue des Censiv
SCI Romeca;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P8253396986698487865;971921;Freshmile France/LLNOE20ZL2A83A;Parking privé à usage public;  Rue des Pr
Enac;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P1360382943337806219;1026864;Freshmile France/NDHQTP;Parking public;  Avenue Edouard Bel
Lidl DR13;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile;FRFR1P7015404362242389576;529868;Freshmile/ZZZQYISOQJ;Parking privé à usage public;  Rue Notre Da
Lidl DR13;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile;FRFR1P7015404362242389576;529868;Freshmile/ZZZQYISOQJ;Parking privé à usage public;  Rue Notre Da
Intersport Annonay;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7570085270084945807;749322;Freshmile France/G7WRYXX7TU;Parking privé à usage public;1859  Route de Ly
La Rôtisserie - ROTISSARL;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5569283011248799974;466062;Freshmile France/JM8ETU9UBG;Parking privé à usage public;30  Avenue Lavoisi
La Rôtisserie - ROTISSARL;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5569283011248799974;466062;Freshmile France/JM8ETU9UBG;Parking privé à usage public;30  Avenue Lavoisi
Logis Hôtel du Commerce;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P1957331423056251463;435189;Freshmile France/YZVL09C8UY;Parking privé à usage public;3  Avenue du L
Logis Hôtel du Commerce;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P1957331423056251463;435189;Freshmile France/YZVL09C8UY;Parking privé à usage public;3  Avenue du L
Bordeaux Métropole lent;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6888509184326982766;368953;Freshmile France/UUWW8D2QTS;Voirie;34  Avenue du Maréchal de Lattre de Tassig
Parking Victor Hugo;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P8647666685154135013;1060062;Freshmile France/LLUQW1D532JF2F;Parking public;  Rue Jules Vall
Communauté d'Agglomération de Forbach;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P8272116424476661330;706094;Freshmile France/LR65HDZA52;Voirie;3  Place Johann Fischa
Burger King - Saverne;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P1900165277597406836;529244;Freshmile France/GKSM9JPFEJ;Parking privé à usage public;91  Rue de Dettwill
Camping Le Bois Joly;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7758834258509277650;694307;Freshmile France/RDGTHWLARG;Parking privé à usage public;46  Route de Notre Da
Watt - ARRG;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P4892944882479801984;1084794;Freshmile France/LLUL17YVX2L7TC;Parking public;62  Avenue Roland Garr
Track Complex;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P8989985341872652501;756990;Freshmile France/QGKCHS3PHE;Parking privé à usage public;3  Rue Pierre Closterma
Super U Saint-Donat-sur-l'Herbasse;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P1024944059867802646;892167;Freshmile France/LLISKVAE12QGET;Parking privé à usage public;240  Avenue Général de Gaul
Camping Bella Vista;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7250619523893156002;578915;Freshmile France/M8NQCQQXMD;Parking privé à usage public;  Route de Pietra Maggio
Camping Bella Vista;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7250619523893156002;578915;Freshmile France/M8NQCQQXMD;Parking privé à usage public;  Route de Pietra Maggio
Super U Binic;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P304859438262605924;698996;Freshmile France/S4WKO92WF7;Parking privé à usage public;  Rue des Aliz
Intersport Annonay;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7570085270084945807;749322;Freshmile France/G7WRYXX7TU;Parking privé à usage public;1859  Route de Ly
Le Relais de l'Abbaye;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P4012695058183772981;742935;Freshmile France/FI7ROKDWGQ;Parking privé à usage public;495  
SIALA AUTOMOBILES - LESCURE D'ALBIGEOIS;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P4997688954825580434;477600;Freshmile France/BOQN0KHP5L;Parking privé à usage public;  Chemin des Deux Voi
SIALA AUTOMOBILES - LESCURE D'ALBIGEOIS;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P4997688954825580434;477600;Freshmile France/BOQN0KHP5L;Parking privé à usage public;  Chemin des Deux Voi
Barbaroux Golf Hôtel & Spa;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7967203339100072162;786969;Freshmile France/GPP1YONDA5;Parking privé à usage public;  Route de Cabas
BODEMER Brest public;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P956352535034405753;466128;Freshmile France/NTGG7P8XLF;Parking privé à usage public;159  Route de Gouesn
Burger King Challans;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5669592156318872067;578936;Freshmile France/ODWORPPTTT;Parking privé à usage public;175  Rue Carn
Pack Avenir;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P1723397735306197171;706016;Freshmile France/ZLOEP13R8Q;Parking privé à usage public;416  Rue Lamarck Jean Baptis
Pack Avenir;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P1723397735306197171;706016;Freshmile France/ZLOEP13R8Q;Parking privé à usage public;416  Rue Lamarck Jean Baptis
Louvre Hôtel Tours;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P251206578381770038;741060;Freshmile France/XNYAC5TPKK;Parking privé à usage public;  Rue du Siroc
Camping Parc Bastide;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7133254237964175515;510617;Freshmile France/YZIPETWE26;Parking privé à usage public;12  Avenue Jean Moul
San-Martino-di-Lota; Hôtel Pietracap;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P265916888841925960;453972;Freshmile France/BCNPMZIP3X;Parking privé à usage public;20  Route de San Marti
Burger King - Pontchateau;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6438476116081453021;529496;Freshmile France/OTOLZUTYPN;Parking privé à usage public;  La Hirta
Communauté de communes des Portes de Sologne;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6568291293235812878;515144;Freshmile France/ZTVN6MH7ZS;Parking public;78  Route de Marcil
Communauté de communes des Portes de Sologne;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6568291293235812878;515144;Freshmile France/ZTVN6MH7ZS;Parking public;78  Route de Marcil
Bordeaux Métropole lent;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6888509184326982766;368953;Freshmile France/UUWW8D2QTS;Voirie;34  Avenue du Maréchal de Lattre de Tassig
Crédit Agricole Chessy supervisé;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P2791800831214522888;923307;Freshmile France/AXHSHWVSFT;Voirie;8  Rond-Point Simo
Melun;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1PMELUNERMI;120755;Freshmile France/Melundoumer;Parking privé à usage public;9  Place de l'Ermita
Melun;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1PMELUNERMI;120755;Freshmile France/Melundoumer;Parking privé à usage public;9  Place de l'Ermita
Kia - Delta Savoie;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P2067260307566170221;521240;Freshmile France/CKCVU0L4PL;Parking privé à usage public;22  Rue Pierre et Marie Cur
BFC-SYDESL;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7408942081840512682;892569;Freshmile France/LLKMSXRQ0152TA;Parking privé à usage public;  Avenue de la Ga
BFC-SYDESL;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7408942081840512682;892569;Freshmile France/LLKMSXRQ0152TA;Parking privé à usage public;  Avenue de la Ga
GF Europe - Garage François;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P3747764529001317898;705947;Freshmile France/MEHMD1BJY0;Parking privé à usage public;9  Avenue de l'Euro
GF Europe - Garage François;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P3747764529001317898;705947;Freshmile France/MEHMD1BJY0;Parking privé à usage public;9  Avenue de l'Euro
 Laon;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P7540794268709048981;735132;Freshmile France/EVGRRYJMAI;Parking privé à usage public;7  Rue Turg
Sélestat;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P744413898792931581;1009278;Freshmile France/DZVENY;Parking public;  Square Albert Schweitz
Sélestat;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P744413898792931581;1009278;Freshmile France/DZVENY;Parking public;  Square Albert Schweitz
Renault Alès public;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P2728235995629873230;892416;Freshmile France/LLJQWPB1HUI2ZV;Parking privé à usage public;1361  Quai du Mas d'Hou
AFL Automobiles;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6973108190779002759;694349;Freshmile France/WV8CNWBXWV;Parking privé à usage public;  Chemin de Saint-Juli
Sarreguemines;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6432135022289148631;1169391;Freshmile France/LLZS8WPTZBK4PM;Parking public;6  Rue de l'Égli
Domaine des Garrigues;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P4627182413218545577;706004;Freshmile France/WZFERVLS6W;Parking privé à usage public;  Serre de Bruj
Domaine des Garrigues;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P4627182413218545577;706004;Freshmile France/WZFERVLS6W;Parking privé à usage public;  Serre de Bruj
CC Terres Touloises public;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P9014587792800265891;1091763;Freshmile France/LLS1TQU7G28OBI;Parking public;1  Avenue Victor Hu
CC Sel et Vermois;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1PBUGQMG;94214;Freshmile France/BUGQMG;Parking public;  Rue Carn
CC Sel et Vermois;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1PBUGQMG;94214;Freshmile France/BUGQMG;Parking public;  Rue Carn
Commune d'Aurillac;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5081079317213064118;1034724;Freshmile France/LLRKRXOU52EAJK;Parking public;  Rue Meallet de Cou
Commune d'Aurillac;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5081079317213064118;1034724;Freshmile France/LLRKRXOU52EAJK;Parking public;  Rue Meallet de Cou
Station U Franqueville;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5825141792025012031;515048;Freshmile France/K5OWM91ZVL;Parking public;  Rue des Terres Roug
Le Clos des Genêts;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P3622459162930832473;1068111;Freshmile France/LLT2P0UL7JOTI0;Voirie;21  Rue des Pommie
AFL Automobiles;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6973108190779002759;694349;Freshmile France/WV8CNWBXWV;Parking privé à usage public;  Chemin de Saint-Juli
Office du tourisme de Gruissan;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5974971104339036932;446504;Freshmile France/BC9AMA977O;Parking privé à usage public;  Place de la Capitainer
Office du tourisme de Gruissan;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P5974971104339036932;446504;Freshmile France/BC9AMA977O;Parking privé à usage public;  Place de la Capitainer
SAS DCL;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6771573257988806011;578933;Freshmile France/NR1CEVICM8;Parking privé à usage public;  Route du Vazz
SAS DCL;;;Freshmile Services | FR*FR1;roaming@freshmile.com;;Freshmile France;FRFR1P6771573257988806011;578933;Freshmile France/NR1CEVICM8;Parking privé à usage public;  Route du Vazz
